Path,True_Label,Predicted_Class,Probability_Class_0 (Normal),Probability_Class_1 (Polyp)
1/frame_065975.PNG,0,0,0.9999999,1.2479146e-07
1/frame_065980.PNG,0,0,0.9999999,1.0933318e-07
1/frame_065985.PNG,0,0,0.9999999,1.0974854e-07
1/frame_065990.PNG,0,0,0.9999999,1.6829176e-07
1/frame_065995.PNG,0,0,0.9999993,7.518667e-07
1/frame_066000.PNG,0,0,0.9999993,7.507955e-07
1/frame_066005.PNG,0,0,0.9999993,7.3708947e-07
1/frame_066010.PNG,0,0,0.9999994,6.246107e-07
1/frame_066015.PNG,0,0,0.9999995,4.4541113e-07
1/frame_066020.PNG,0,0,0.9999993,7.4955494e-07
1/frame_066025.PNG,0,0,0.9999993,7.7317577e-07
1/frame_066030.PNG,0,0,0.9999994,6.027579e-07
1/frame_066035.PNG,0,0,0.9999963,3.6921344e-06
1/frame_066040.PNG,0,0,0.9998361,0.00016391078
1/frame_066045.PNG,0,0,0.999401,0.00059899525
1/frame_066050.PNG,0,0,0.9956626,0.004337396
1/frame_066055.PNG,0,0,0.99402034,0.005979741
1/frame_066060.PNG,0,0,0.9926416,0.0073583364
1/frame_066065.PNG,0,0,0.99632746,0.0036725823
1/frame_066070.PNG,0,0,0.9998387,0.00016127384
1/frame_066075.PNG,0,0,0.99998784,1.2156822e-05
1/frame_066080.PNG,0,0,0.9999865,1.3465576e-05
1/frame_066085.PNG,0,0,0.9999895,1.0458646e-05
1/frame_066090.PNG,0,0,0.99998367,1.6383048e-05
1/frame_066095.PNG,0,0,0.9999907,9.254536e-06
1/frame_066100.PNG,0,0,0.9999931,6.86282e-06
1/frame_066105.PNG,0,0,0.9999914,8.540096e-06
1/frame_066110.PNG,0,0,0.9999939,6.0416774e-06
1/frame_066115.PNG,0,0,0.9999887,1.136415e-05
1/frame_066120.PNG,0,0,0.9999999,1.5747297e-07
1/frame_066125.PNG,0,0,0.99999976,1.8503619e-07
1/frame_066130.PNG,0,0,0.9999999,1.02875276e-07
1/frame_066135.PNG,0,0,0.99999976,1.9925952e-07
1/frame_066140.PNG,0,0,0.9999999,1.0169012e-07
1/frame_066145.PNG,0,0,0.9999999,9.977615e-08
1/frame_066150.PNG,0,0,0.9999999,1.4010143e-07
1/frame_066155.PNG,0,0,0.9999999,1.0446005e-07
1/frame_066160.PNG,0,0,0.9999957,4.2319284e-06
1/frame_066165.PNG,0,0,0.9999958,4.1659337e-06
1/frame_066170.PNG,0,0,0.9999925,7.512226e-06
1/frame_066175.PNG,0,0,0.999992,8.021468e-06
1/frame_066180.PNG,0,0,0.99972767,0.00027232512
1/frame_066185.PNG,0,0,0.9989818,0.0010182357
1/frame_066190.PNG,0,0,0.9990938,0.0009062086
1/frame_066195.PNG,0,0,0.9950511,0.0049489327
1/frame_066200.PNG,0,0,0.99808383,0.0019162239
1/frame_066205.PNG,0,0,0.9973007,0.0026993644
1/frame_066210.PNG,0,0,0.99550146,0.00449859
1/frame_066215.PNG,0,0,0.99653935,0.003460643
1/frame_066220.PNG,0,0,0.9959021,0.0040978445
1/frame_066225.PNG,0,0,0.99966073,0.00033929304
1/frame_066230.PNG,0,0,0.99978477,0.00021529115
1/frame_066235.PNG,0,0,0.9999331,6.6825974e-05
1/frame_066240.PNG,0,0,0.9998863,0.00011374063
1/frame_066245.PNG,0,0,0.9999416,5.8435082e-05
1/frame_066250.PNG,0,0,0.9999405,5.95035e-05
1/frame_066255.PNG,0,0,0.9999913,8.661563e-06
1/frame_066260.PNG,0,0,0.99998796,1.2064197e-05
1/frame_066265.PNG,0,0,0.9999932,6.839756e-06
1/frame_066270.PNG,0,0,0.999985,1.5011142e-05
1/frame_066275.PNG,0,0,0.99999654,3.4211012e-06
1/frame_066280.PNG,0,0,0.9999938,6.252363e-06
1/frame_066285.PNG,0,0,0.99999285,7.1883596e-06
1/frame_066290.PNG,0,0,0.99999726,2.7445283e-06
1/frame_066295.PNG,0,0,0.99999547,4.5437514e-06
1/frame_066300.PNG,0,0,0.999995,4.963941e-06
1/frame_066305.PNG,0,0,0.99999857,1.4151128e-06
1/frame_066310.PNG,0,0,0.99999845,1.5722868e-06
1/frame_066315.PNG,0,0,0.9999993,7.446636e-07
1/frame_066320.PNG,0,0,0.9999993,7.030339e-07
1/frame_066325.PNG,0,0,0.99999857,1.396607e-06
1/frame_066330.PNG,0,0,0.9999988,1.2496931e-06
1/frame_066335.PNG,0,0,0.9999994,6.5038125e-07
1/frame_066340.PNG,0,0,0.99999905,9.786961e-07
1/frame_066345.PNG,0,0,0.9999989,1.0811492e-06
1/frame_066350.PNG,0,0,0.9999988,1.1483194e-06
1/frame_066355.PNG,0,0,0.9999982,1.7691856e-06
1/frame_066360.PNG,0,0,0.9999994,6.257208e-07
1/frame_066365.PNG,0,0,0.9999988,1.1559029e-06
1/frame_066370.PNG,0,0,0.99999833,1.7186109e-06
1/frame_066375.PNG,0,0,0.99999845,1.5206055e-06
1/frame_066380.PNG,0,0,0.99994266,5.730606e-05
1/frame_066385.PNG,0,0,0.9998671,0.00013286089
1/frame_066390.PNG,0,0,0.9986922,0.0013077664
1/frame_066395.PNG,0,0,0.99715155,0.0028485209
1/frame_066400.PNG,0,0,0.98503125,0.014968754
1/frame_066405.PNG,0,0,0.92467946,0.075320534
1/frame_066410.PNG,0,1,0.33568752,0.6643124
1/frame_066415.PNG,0,1,0.27323145,0.72676855
1/frame_066420.PNG,0,1,0.3595714,0.6404286
1/frame_066425.PNG,0,1,0.38307467,0.61692536
1/frame_066430.PNG,0,0,0.5468796,0.4531204
1/frame_066435.PNG,0,0,0.50025177,0.49974826
1/frame_066440.PNG,0,0,0.6345662,0.36543378
1/frame_066445.PNG,0,0,0.8202037,0.17979628
1/frame_066450.PNG,0,0,0.9897882,0.010211824
1/frame_066455.PNG,0,0,0.98280257,0.017197393
1/frame_066460.PNG,0,0,0.9938309,0.006169036
1/frame_066465.PNG,0,0,0.99818736,0.0018125932
1/frame_066470.PNG,0,0,0.9997521,0.00024791033
1/frame_066475.PNG,0,0,0.9996784,0.00032166464
1/frame_066480.PNG,0,0,0.99948776,0.0005122149
1/frame_066485.PNG,0,0,0.99955314,0.0004468051
1/frame_066490.PNG,0,0,0.9998765,0.00012345129
1/frame_066495.PNG,0,0,0.99979335,0.00020665032
1/frame_066500.PNG,0,0,0.99965143,0.00034854078
1/frame_066505.PNG,0,0,0.99948514,0.000514843
1/frame_066510.PNG,0,0,0.99846673,0.0015332856
1/frame_066515.PNG,0,0,0.9980732,0.0019267916
1/frame_066520.PNG,0,0,0.99437124,0.0056288266
1/frame_066525.PNG,0,0,0.9876294,0.012370565
1/frame_066530.PNG,0,0,0.936696,0.06330407
1/frame_066535.PNG,0,0,0.8101244,0.1898756
1/frame_066540.PNG,0,0,0.81143516,0.18856485
1/frame_066545.PNG,0,0,0.7372228,0.2627772
1/frame_066550.PNG,0,0,0.69955665,0.30044335
1/frame_066555.PNG,0,0,0.5679885,0.4320115
1/frame_066560.PNG,0,0,0.58931327,0.41068676
1/frame_066565.PNG,0,1,0.4336045,0.5663955
1/frame_066570.PNG,0,1,0.055660404,0.9443396
1/frame_066575.PNG,0,1,0.06467941,0.9353206
1/frame_066580.PNG,0,1,0.108767204,0.8912327
1/frame_066585.PNG,0,1,0.05365169,0.94634825
1/frame_066590.PNG,0,1,0.040910933,0.95908904
1/frame_066595.PNG,0,1,0.17086105,0.829139
1/frame_066600.PNG,0,1,0.11974629,0.8802537
1/frame_066605.PNG,0,1,0.16507155,0.83492845
1/frame_066610.PNG,0,1,0.06935992,0.93064004
1/frame_066615.PNG,0,1,0.13728808,0.86271197
1/frame_066620.PNG,0,1,0.14058538,0.85941464
1/frame_066625.PNG,0,1,0.06958464,0.93041533
1/frame_066630.PNG,0,1,0.11389827,0.8861017
1/frame_066635.PNG,0,1,0.009484809,0.99051523
1/frame_066640.PNG,0,1,0.007258526,0.99274147
1/frame_066645.PNG,0,1,0.017590936,0.98240906
1/frame_066650.PNG,0,1,0.004684416,0.99531555
1/frame_066655.PNG,0,1,0.0015078902,0.9984921
1/frame_066660.PNG,0,1,0.035667244,0.96433276
1/frame_066665.PNG,0,1,0.12518187,0.8748181
1/frame_066670.PNG,0,1,0.10955677,0.8904432
1/frame_066675.PNG,0,1,0.106106006,0.893894
1/frame_066680.PNG,0,1,0.140887,0.85911304
1/frame_066685.PNG,0,1,0.10134239,0.8986577
1/frame_066690.PNG,0,1,0.057057753,0.9429423
1/frame_066695.PNG,0,1,0.062142313,0.9378577
1/frame_066700.PNG,0,1,0.049798805,0.9502012
1/frame_066705.PNG,0,1,0.1232989,0.87670106
1/frame_066710.PNG,0,1,0.10776915,0.8922308
1/frame_066715.PNG,0,1,0.10743104,0.892569
1/frame_066720.PNG,0,1,0.17592384,0.8240761
1/frame_066725.PNG,0,1,0.15264031,0.84735966
1/frame_066730.PNG,0,1,0.27556333,0.7244367
1/frame_066735.PNG,0,1,0.40469337,0.5953067
1/frame_066740.PNG,0,1,0.4511878,0.5488122
1/frame_066745.PNG,0,1,0.28443512,0.7155649
1/frame_066750.PNG,0,1,0.31045437,0.68954563
1/frame_066755.PNG,0,1,0.36896008,0.6310399
1/frame_066760.PNG,0,1,0.35268736,0.6473127
1/frame_066765.PNG,0,1,0.3191154,0.6808846
1/frame_066770.PNG,0,1,0.48492512,0.5150749
1/frame_066775.PNG,0,0,0.6464493,0.35355064
1/frame_066780.PNG,0,1,0.48294777,0.51705223
1/frame_066785.PNG,0,0,0.54388523,0.45611483
1/frame_066790.PNG,0,1,0.18515274,0.81484723
1/frame_066795.PNG,0,1,0.08769733,0.9123026
1/frame_066800.PNG,0,1,0.1097098,0.8902902
1/frame_066805.PNG,0,1,0.072942644,0.9270573
1/frame_066810.PNG,0,1,0.12877542,0.8712245
1/frame_066815.PNG,0,1,0.094542295,0.9054577
1/frame_066820.PNG,0,1,0.055291772,0.9447083
1/frame_066825.PNG,0,1,0.046502274,0.9534977
1/frame_066830.PNG,0,1,0.06623055,0.9337694
1/frame_066835.PNG,0,1,0.04744441,0.95255554
1/frame_066840.PNG,0,1,0.028145662,0.97185427
1/frame_066845.PNG,0,1,0.04023192,0.95976806
1/frame_066850.PNG,0,1,0.024719821,0.97528017
1/frame_066855.PNG,0,1,0.016816871,0.98318315
1/frame_066860.PNG,0,1,0.014904284,0.9850957
1/frame_066865.PNG,0,1,0.022811627,0.97718835
1/frame_066870.PNG,0,1,0.07592077,0.9240792
1/frame_066875.PNG,0,1,0.1423067,0.8576933
1/frame_066880.PNG,0,1,0.27061763,0.7293824
1/frame_066885.PNG,0,1,0.2426957,0.75730425
1/frame_066890.PNG,0,0,0.5766174,0.42338264
1/frame_066895.PNG,0,0,0.5269269,0.47307312
1/frame_066900.PNG,0,0,0.64548516,0.35451478
1/frame_066905.PNG,0,0,0.7052421,0.29475784
1/frame_066910.PNG,0,0,0.8784627,0.12153735
1/frame_066915.PNG,0,0,0.86307734,0.13692263
1/frame_066920.PNG,0,0,0.8554749,0.14452514
1/frame_066925.PNG,0,0,0.72284514,0.27715483
1/frame_066930.PNG,0,0,0.84186465,0.15813531
1/frame_066935.PNG,0,0,0.81284976,0.1871502
1/frame_066940.PNG,0,0,0.6530044,0.34699556
1/frame_066945.PNG,0,0,0.67479444,0.32520556
1/frame_066950.PNG,0,1,0.055022743,0.9449773
1/frame_066955.PNG,0,1,0.05391556,0.94608444
1/frame_066960.PNG,0,1,0.05343328,0.94656676
1/frame_066965.PNG,0,1,0.035189435,0.96481055
1/frame_066970.PNG,0,1,0.020146947,0.97985303
1/frame_066975.PNG,0,1,0.014903675,0.9850963
1/frame_066980.PNG,0,1,0.016552743,0.9834472
1/frame_066985.PNG,0,1,0.01072247,0.9892775
1/frame_066990.PNG,0,1,0.0073582744,0.99264175
1/frame_066995.PNG,0,1,0.008098153,0.9919018
1/frame_067000.PNG,0,1,0.00756811,0.9924319
1/frame_067005.PNG,0,1,0.0061892294,0.99381083
1/frame_067010.PNG,0,1,0.008380326,0.9916197
1/frame_067015.PNG,0,1,0.019677762,0.9803223
1/frame_067020.PNG,0,1,0.017012298,0.98298776
1/frame_067025.PNG,0,1,0.017303808,0.9826962
1/frame_067030.PNG,0,1,0.011458146,0.98854184
1/frame_067035.PNG,0,1,0.020064741,0.9799352
1/frame_067040.PNG,0,1,0.015927214,0.98407274
1/frame_067045.PNG,0,1,0.016821144,0.98317885
1/frame_067050.PNG,0,1,0.018441746,0.98155826
1/frame_067055.PNG,0,1,0.012581352,0.98741865
1/frame_067060.PNG,0,1,0.01589053,0.98410946
1/frame_067065.PNG,0,1,0.0083743185,0.9916257
1/frame_067070.PNG,0,1,0.008421749,0.9915782
1/frame_067075.PNG,0,1,0.0051887482,0.9948113
1/frame_067080.PNG,0,1,0.007516932,0.9924831
1/frame_067085.PNG,0,1,0.0036466173,0.9963534
1/frame_067090.PNG,0,1,0.002212044,0.99778795
1/frame_067095.PNG,0,1,0.0021333913,0.9978667
1/frame_067100.PNG,0,1,0.005404413,0.9945956
1/frame_067105.PNG,0,1,0.0042483495,0.9957516
1/frame_067110.PNG,0,1,0.005127873,0.99487215
1/frame_067115.PNG,0,1,0.0042119827,0.99578804
1/frame_067120.PNG,0,1,0.0062499987,0.9937499
1/frame_067125.PNG,0,1,0.0050476836,0.9949523
1/frame_067130.PNG,0,1,0.0038658895,0.99613416
1/frame_067135.PNG,0,1,0.005441143,0.9945589
1/frame_067140.PNG,0,1,0.0014982418,0.9985018
1/frame_067145.PNG,0,1,0.0015729578,0.99842703
1/frame_067150.PNG,0,1,0.0017790248,0.998221
1/frame_067155.PNG,0,1,0.0014665157,0.9985335
1/frame_067160.PNG,0,1,0.0011105821,0.9988894
1/frame_067165.PNG,0,1,0.0010592004,0.99894077
1/frame_067170.PNG,0,1,0.00095343863,0.9990465
1/frame_067175.PNG,0,1,0.0011891646,0.9988109
1/frame_067180.PNG,0,1,0.0009773993,0.9990226
1/frame_067185.PNG,0,1,0.0009914369,0.9990086
1/frame_067190.PNG,0,1,0.0007632552,0.9992367
1/frame_067195.PNG,0,1,0.00062948617,0.9993705
1/frame_067200.PNG,0,1,0.0006256707,0.99937433
1/frame_067205.PNG,0,1,0.00040565018,0.9995944
1/frame_067210.PNG,0,1,0.00054446125,0.9994555
1/frame_067215.PNG,0,1,0.000881499,0.9991185
1/frame_067220.PNG,0,1,0.00091042515,0.9990896
1/frame_067225.PNG,0,1,0.0034466854,0.9965533
1/frame_067230.PNG,0,1,0.0059325034,0.99406755
1/frame_067235.PNG,0,0,0.95217115,0.047828842
1/frame_067240.PNG,0,0,0.964881,0.035118952
1/frame_067245.PNG,0,0,0.97934365,0.020656426
1/frame_067250.PNG,0,0,0.9800322,0.019967817
1/frame_067255.PNG,0,0,0.9907414,0.009258674
1/frame_067260.PNG,0,0,0.990743,0.009257048
1/frame_067265.PNG,0,0,0.9822161,0.017783888
1/frame_067270.PNG,0,0,0.9892833,0.010716659
1/frame_067275.PNG,0,0,0.9110059,0.088994145
1/frame_067280.PNG,0,1,0.1798437,0.82015634
1/frame_067285.PNG,0,1,0.067350656,0.9326493
1/frame_067290.PNG,0,1,0.0996986,0.9003014
1/frame_067295.PNG,0,1,0.28879908,0.71120095
1/frame_067300.PNG,0,1,0.17371126,0.82628876
1/frame_067305.PNG,0,1,0.22152083,0.77847916
1/frame_067310.PNG,0,0,0.9257092,0.074290864
1/frame_067315.PNG,0,0,0.93166196,0.06833807
1/frame_067320.PNG,0,0,0.955815,0.044185035
1/frame_067325.PNG,0,0,0.9323423,0.067657724
1/frame_067330.PNG,0,0,0.84040666,0.15959331
1/frame_067335.PNG,0,0,0.7325686,0.26743138
1/frame_067340.PNG,0,0,0.69549036,0.3045096
1/frame_067345.PNG,0,0,0.6289644,0.37103558
1/frame_067350.PNG,0,0,0.5869542,0.4130458
1/frame_067355.PNG,0,1,0.49466842,0.5053316
1/frame_067360.PNG,0,1,0.38466612,0.61533386
1/frame_067365.PNG,0,0,0.5045754,0.49542463
1/frame_067370.PNG,0,1,0.3015518,0.6984482
1/frame_067375.PNG,0,1,0.26703307,0.7329669
1/frame_067380.PNG,0,1,0.2860392,0.71396077
1/frame_067385.PNG,0,1,0.012981501,0.98701847
1/frame_067390.PNG,0,1,0.012811218,0.98718876
1/frame_067395.PNG,0,1,0.016144736,0.9838553
1/frame_067400.PNG,0,1,0.11573122,0.8842688
1/frame_067405.PNG,0,1,0.052609332,0.9473907
1/frame_067410.PNG,0,1,0.074140996,0.925859
1/frame_067415.PNG,0,1,0.056271672,0.9437284
1/frame_067420.PNG,0,1,0.025694717,0.97430533
1/frame_067425.PNG,0,1,0.01882892,0.98117113
1/frame_067430.PNG,0,1,0.01263102,0.987369
1/frame_067435.PNG,0,1,0.012839526,0.98716044
1/frame_067440.PNG,0,1,0.003642749,0.99635726
1/frame_067445.PNG,0,1,0.0053815986,0.9946185
1/frame_067450.PNG,0,1,0.006592738,0.99340725
1/frame_067455.PNG,0,1,0.010715441,0.9892846
1/frame_067460.PNG,0,1,0.100122094,0.8998779
1/frame_067465.PNG,0,0,0.6331159,0.36688408
1/frame_067470.PNG,0,0,0.9813673,0.01863272
1/frame_067475.PNG,0,0,0.9760827,0.023917334
1/frame_067480.PNG,0,0,0.9966595,0.0033404646
1/frame_067485.PNG,0,0,0.99122006,0.008779955
1/frame_067490.PNG,0,0,0.9966618,0.003338214
1/frame_067495.PNG,0,0,0.9965515,0.0034485303
1/frame_067500.PNG,0,0,0.99523157,0.004768424
1/frame_067505.PNG,0,0,0.9987128,0.0012872093
1/frame_067510.PNG,0,0,0.9854312,0.014568811
1/frame_067515.PNG,0,0,0.9904918,0.009508222
1/frame_067520.PNG,0,0,0.97996175,0.020038176
1/frame_067525.PNG,0,0,0.81092983,0.1890701
1/frame_067530.PNG,0,0,0.7648913,0.2351087
1/frame_067535.PNG,0,0,0.736179,0.26382095
1/frame_067540.PNG,0,0,0.75157887,0.2484211
1/frame_067545.PNG,0,0,0.9769696,0.023030348
1/frame_067550.PNG,0,0,0.971091,0.028909046
1/frame_067555.PNG,0,0,0.9779605,0.022039479
1/frame_067560.PNG,0,0,0.96013397,0.039866015
1/frame_067565.PNG,0,0,0.9998622,0.00013773341
1/frame_067570.PNG,0,0,0.9997384,0.00026160153
1/frame_067575.PNG,0,0,0.9999014,9.858291e-05
1/frame_067580.PNG,0,0,0.9997397,0.00026027032
1/frame_067585.PNG,0,0,0.9999366,6.342286e-05
1/frame_067590.PNG,0,0,0.99990845,9.154278e-05
1/frame_067595.PNG,0,0,0.99978226,0.00021770793
1/frame_067600.PNG,0,0,0.99991393,8.6024185e-05
1/frame_067605.PNG,0,0,0.99588376,0.0041162386
1/frame_067610.PNG,0,0,0.9912997,0.0087003065
1/frame_067615.PNG,0,0,0.99188644,0.008113518
1/frame_067620.PNG,0,0,0.98657155,0.013428457
1/frame_067625.PNG,0,0,0.99987924,0.00012080022
1/frame_067630.PNG,0,0,0.99989045,0.00010950649
1/frame_067635.PNG,0,0,0.9999933,6.7143883e-06
1/frame_067640.PNG,0,0,0.9999864,1.36372355e-05
1/frame_067645.PNG,0,0,0.99999034,9.6238355e-06
1/frame_067650.PNG,0,0,0.99997926,2.0729782e-05
1/frame_067655.PNG,0,0,0.99999166,8.335278e-06
1/frame_067660.PNG,0,0,0.99999154,8.517868e-06
1/frame_067665.PNG,0,0,0.999984,1.5938778e-05
1/frame_067670.PNG,0,0,0.9999914,8.607726e-06
1/frame_067675.PNG,0,0,0.9999733,2.673905e-05
1/frame_067680.PNG,0,0,0.9999852,1.4755408e-05
1/frame_067685.PNG,0,0,0.9999925,7.5473845e-06
1/frame_067690.PNG,0,0,0.9999912,8.779598e-06
1/frame_067695.PNG,0,0,0.9999945,5.4458396e-06
1/frame_067700.PNG,0,0,0.999966,3.394376e-05
1/frame_067705.PNG,0,0,0.99997246,2.749334e-05
1/frame_067710.PNG,0,0,0.9999924,7.662496e-06
1/frame_067715.PNG,0,0,0.9999988,1.2260666e-06
1/frame_067720.PNG,0,0,0.9999982,1.7803701e-06
1/frame_067725.PNG,0,0,0.9999988,1.1514414e-06
1/frame_067730.PNG,0,0,0.999998,1.9800373e-06
1/frame_067735.PNG,0,0,0.9999995,5.334291e-07
1/frame_067740.PNG,0,0,0.9999994,5.91479e-07
1/frame_067745.PNG,0,0,0.99999845,1.550786e-06
1/frame_067750.PNG,0,0,0.9999993,7.079413e-07
1/frame_067755.PNG,0,0,0.99996233,3.7686295e-05
1/frame_067760.PNG,0,0,0.99992883,7.1125396e-05
1/frame_067765.PNG,0,0,0.999944,5.604578e-05
1/frame_067770.PNG,0,0,0.9998808,0.00011925466
1/frame_067775.PNG,0,0,0.99991524,8.471493e-05
1/frame_067780.PNG,0,0,0.999912,8.799108e-05
1/frame_067785.PNG,0,0,0.99989176,0.00010818296
1/frame_067790.PNG,0,0,0.9998944,0.00010562187
1/frame_067795.PNG,0,0,0.9996741,0.00032597056
1/frame_067800.PNG,0,0,0.9996952,0.0003048847
1/frame_067805.PNG,0,0,0.99837106,0.0016289194
1/frame_067810.PNG,0,0,0.99671423,0.0032857303
1/frame_067815.PNG,0,0,0.995024,0.0049760053
1/frame_067820.PNG,0,0,0.9982362,0.0017638257
1/frame_067825.PNG,0,0,0.9985257,0.0014744049
1/frame_067830.PNG,0,0,0.9970114,0.002988535
1/frame_067835.PNG,0,0,0.99797004,0.002029908
1/frame_067840.PNG,0,0,0.9999466,5.3350523e-05
